CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
50032988,LA LOTERIA,Manhattan,29,7 AVENUE SOUTH,10014,2128589096,Mexican,08/02/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,9,,,04/12/2020,Cycle Inspection / Initial Inspection,40.730804909105,-74.004394705519,102,03,006700,1087324,1005860045,MN23
50072946,SUENOS AMERICANO BAR RESTAURANT,Queens,3514/16,JUNCTION BLVD,,7185330028,Spanish,02/21/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,11,,,04/12/2020,Pre-permit (Operational) / Initial Inspection,0,0,,,,,4,
50019209,ROCCO'S TACOS & TEQUILA BAR,Brooklyn,339,ADAMS STREET,11201,7182468226,Mexican,03/30/2019,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,51,,,04/12/2020,Cycle Inspection / Initial Inspection,40.693492065384,-73.988911225236,302,33,001100,3000000,3001400160,BK38
50013086,POLLO D' ORO,Brooklyn,306,GOLD STREET,11201,7188558088,Spanish,12/20/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,19,B,12/20/2018,04/12/2020,Cycle Inspection / Re-inspection,40.694970813594,-73.983270903538,302,35,001500,3392968,3001337501,BK38
50081569,MINAMI SUSHI & BAR,Brooklyn,299,SOUTH    4 STREET,11211,9179091896,Japanese,01/26/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,9,A,01/26/2019,04/12/2020,Pre-permit (Operational) / Initial Inspection,40.709263737449,-73.955706503325,301,34,052700,3063345,3024360033,BK73
41347991,"DUNKIN', BASKIN ROBBINS",Manhattan,53,WEST  116 STREET,10026,2128609894,Donuts,07/19/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,9,A,07/19/2017,04/12/2020,Cycle Inspection / Initial Inspection,40.801558795638,-73.948568977301,110,09,019000,1085936,1016007501,MN11
50016860,FORCELLA PIZZA DI NAPOLI,Brooklyn,485,LORIMER STREET,11211,7183888820,Italian,01/24/2020,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Y,22,,,04/12/2020,Cycle Inspection / Initial Inspection,40.711456745762,-73.94895258334,301,34,051300,3069319,3027790027,BK73
50071972,BURGER KING,Manhattan,200,EAST  125 STREET,10035,9172617611,Sandwiches,06/11/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,4,A,06/11/2018,04/12/2020,Pre-permit (Operational) / Initial Inspection,40.803544877007,-73.935484441206,111,08,024200,1088865,1017897501,MN34
41709961,FAIRFIELD INN,Manhattan,21,WEST   37 STREET,10018,2127306660,American,06/19/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,10,A,06/19/2018,04/12/2020,Cycle Inspection / Re-inspection,40.75073910706,-73.984112229049,105,04,008400,1088538,1008390027,MN17
50068305,SONRISA AZUL,Queens,9606,37TH AVE,11368,3476598466,"Juice, Smoothies, Fruit Salads",08/23/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,10,A,08/23/2018,04/12/2020,Cycle Inspection / Initial Inspection,40.751578578049,-73.87066565387,403,21,037500,4043836,4017590001,QN26
50047933,W K RESTAURANT,Manhattan,69,BAYARD STREET,10013,2122271333,Chinese,03/04/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,12,A,03/04/2019,04/12/2020,Cycle Inspection / Initial Inspection,40.715513882845,-73.998199956475,103,01,002900,1001789,1001630018,MN27
50096934,CAFE MOCHA,Queens,9640,QUEENS BLVD,11374,7187818069,Chinese,01/27/2020,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,48,N,,04/12/2020,Pre-permit (Operational) / Initial Inspection,40.729669689514,-73.861132508419,406,29,069300,4072129,4030820061,QN18
50006252,DIG INN SEASONAL MARKET,Manhattan,2884,BROADWAY,10025,2125457867,American,09/19/2019,Violations were cited in the following area(s).,16C,"Caloric content not posted on menus, menu boards or food tags, in a food service establishment that is 1 of 15 or more outlets operating the same type of business nationally under common ownership or control, or as a franchise or doing business under the same name, for each menu item that is served in portions, the size and content of which are standardized.",N,,,,04/12/2020,Calorie Posting / Initial Inspection,40.805599951306,-73.965640726982,109,07,019900,1056989,1018840001,MN09
50001495,BAMBOO SUSHI,Manhattan,1280,1 AVENUE,10065,2123961919,Japanese,07/20/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,18,,,04/12/2020,Cycle Inspection / Initial Inspection,40.765677563319,-73.957535225826,108,05,011600,1045579,1014630047,MN31
41186822,THOMAS PIZZA,Queens,8308,37 AVENUE,11372,7184465388,Pizza,07/23/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,10,A,07/23/2019,04/12/2020,Cycle Inspection / Initial Inspection,40.749849082272,-73.883185631826,403,21,028100,4036224,4014710001,QN28
50069475,FRESH SMOOTHIES,Bronx,2450,CRESTON AVENUE,10468,3479188825,Sandwiches/Salads/Mixed Buffet,03/21/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,11,A,03/21/2019,04/12/2020,Cycle Inspection / Initial Inspection,40.861841237352,-73.898620597114,205,14,023703,2013806,2031660066,BX40
40369954,VOLARE RESTAURANT,Manhattan,147,WEST FOURTH STREET,10012,2127772849,Italian,05/03/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,26,,,04/12/2020,Cycle Inspection / Initial Inspection,40.731474715002,-74.00047627831,102,01,006500,1008883,1005520035,MN23
41302181,DUNKIN',Brooklyn,1720,ATLANTIC AVENUE,11213,7187561011,Donuts,05/07/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,9,A,05/07/2018,04/12/2020,Cycle Inspection / Initial Inspection,40.677592263741,-73.933876240094,308,36,030900,3399179,3013350035,BK61
40750324,MARRIOTT MARQUIS PASTRY SHOP,Manhattan,1535,BROADWAY,10036,2125364999,Bakery,09/01/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,2,A,09/01/2017,04/12/2020,Cycle Inspection / Re-inspection,40.75825992874,-73.985467647469,105,03,011900,1024727,1010170029,MN17
40395921,GOLDEN PIZZA,Bronx,504,EAST  138 STREET,10454,7186658328,Pizza,06/19/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,10,A,06/19/2018,04/12/2020,Cycle Inspection / Re-inspection,40.80764089873,-73.919459837946,201,08,002500,2090988,2022650006,BX39
41698238,MCDONALD'S,Bronx,3550,CONNER STREET,10475,7189942083,American,02/09/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,7,A,02/09/2018,04/12/2020,Cycle Inspection / Initial Inspection,40.885292304968,-73.827324117369,212,12,046202,2087712,2052810005,BX13
41263883,"DUNKIN', BASKIN ROBBINS",Brooklyn,578,ATLANTIC AVENUE,11217,7185966029,Donuts,12/07/2018,No violations were recorded at the time of this inspection.,,,,0,A,12/07/2018,04/12/2020,Cycle Inspection / Re-inspection,40.684567381197,-73.978795342024,302,33,003900,3388735,3001867501,BK38
40928775,CAPITALE,Manhattan,130,BOWERY,10013,2123345500,Continental,06/21/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,33,,,04/12/2020,Cycle Inspection / Initial Inspection,40.718777303208,-73.994686183482,102,01,004100,1006952,1004700061,MN24
50092213,WITH SUGAR & TEA,Queens,4012,MAIN ST,11354,2062912197,"Juice, Smoothies, Fruit Salads",03/14/2020,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Y,25,Z,03/14/2020,04/12/2020,Pre-permit (Operational) / Re-inspection,40.759235567191,-73.829991248537,407,20,087100,4114122,4050360039,QN22
50043671,PADDY'S OF PARK SLOPE,Brooklyn,273,13 STREET,11215,7184997553,American,01/03/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,17,,,04/12/2020,Cycle Inspection / Initial Inspection,40.666546497488,-73.987837933745,306,39,013900,3023250,3010290074,BK37
41331750,THE CEILI HOUSE,Queens,6956,GRAND AVENUE,11378,7184243178,Irish,04/26/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,2,A,04/26/2019,04/12/2020,Cycle Inspection / Initial Inspection,40.726910299579,-73.893678151848,405,30,049302,4308051,4027960002,QN30
50080226,YONDU,Manhattan,254,FRONT STREET,10038,7187293249,American,08/29/2019,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,N,10,A,08/29/2019,04/12/2020,Cycle Inspection / Initial Inspection,40.708212808195,-74.000771877676,101,01,001501,1088490,1001070028,MN25
40378136,BROADWAY RESTAURANT,Manhattan,2664,BROADWAY,10025,2128657074,American,12/12/2018,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,N,21,,,04/12/2020,Cycle Inspection / Initial Inspection,40.7980337182,-73.969299779631,107,07,018700,1056505,1018730020,MN12
50057207,DUNKIN,Bronx,610,EXTERIOR STREET,10451,7324062445,Donuts,03/29/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,8,A,03/29/2018,04/12/2020,Cycle Inspection / Re-inspection,40.821737103048,-73.930860054782,204,08,006300,2119100,2023570035,BX63
41431046,JOSEPH LEONARD,Manhattan,170,WAVERLY PLACE,10014,6464298383,American,07/03/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,27,,,04/12/2020,Cycle Inspection / Initial Inspection,40.733651303685,-74.001576821564,102,03,007100,1010236,1005920048,MN23
50088740,CHILLATO,Queens,1716,154TH ST,11357,7184891750,"Ice Cream, Gelato, Yogurt, Ices",04/17/2019,Violations were cited in the following area(s).,10J,"""""Wash hands” sign not posted at hand wash facility.",N,9,A,04/17/2019,04/12/2020,Pre-permit (Operational) / Initial Inspection,40.783190930734,-73.808495010188,407,19,102900,4106740,4047030042,QN49
41550609,DOUGHNUT PLANT,Manhattan,220,WEST   23 STREET,10011,2126759100,Donuts,05/20/2019,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,5,A,05/20/2019,04/12/2020,Cycle Inspection / Re-inspection,40.744435435993,-73.99648134819,104,03,009100,1014130,1007720064,MN13
50046274,POPEYES,Brooklyn,2158,NOSTRAND AVENUE,11210,7187360995,Chicken,05/19/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,8,A,05/19/2016,04/12/2020,Pre-permit (Operational) / Initial Inspection,40.632335214736,-73.947644278483,314,45,077400,3205894,3075570135,BK42
41348682,SOPHIE'S CUBAN CUISINE,Manhattan,28,EAST   23 STREET,10010,2122608884,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",07/23/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,12,A,07/23/2018,04/12/2020,Cycle Inspection / Re-inspection,40.740712926082,-73.987640300959,105,02,005600,1016295,1008510055,MN13
41704348,B & H RESTAURANT,Manhattan,127,SECOND AVENUE,10003,2125058065,Jewish/Kosher,05/24/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,05/24/2018,04/12/2020,Cycle Inspection / Initial Inspection,40.728353274395,-73.987851866135,103,02,003800,1006679,1004630031,MN22
50072390,FALAFAPITA,Brooklyn,3103,AVENUE U,11229,3477785262,Jewish/Kosher,07/23/2018,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",N,12,A,07/23/2018,04/12/2020,Cycle Inspection / Initial Inspection,40.601806679034,-73.934923892113,315,46,063800,3248185,3088170044,BK44
50072759,GFG BAKERY,Manhattan,39,BEEKMAN STREET,10038,2123443465,Bakery,04/15/2019,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Y,38,,,04/12/2020,Cycle Inspection / Initial Inspection,40.71027400148,-74.005489879867,101,01,001501,1001284,1000930026,MN25
40785023,SAHARA EAST RESTAURANT,Manhattan,184,1 AVENUE,10009,2123539000,Tapas,12/12/2018,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,N,,,,04/12/2020,Administrative Miscellaneous / Initial Inspection,40.729519309266,-73.983871959502,103,02,003400,1005966,1004390002,MN22
50007859,MEME'S HEALTHY NIBBLES,Brooklyn,707,NOSTRAND AVENUE,11216,7184931375,American,07/03/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,28,,,04/12/2020,Cycle Inspection / Initial Inspection,40.673038695638,-73.950189775127,308,36,031701,3031523,3012410003,BK61
41429464,STAUNTON'S BAR RESTAURANT,Queens,22407,UNION TURNPIKE,11364,7184659040,Irish,05/06/2019,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Y,13,A,05/06/2019,04/12/2020,Cycle Inspection / Initial Inspection,40.735830099679,-73.746303457837,411,23,129104,4165627,4078420012,QN42
50045240,HUNAN BISTRO,Manhattan,96,3 AVENUE,10003,7186685271,Chinese,11/13/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,34,,,04/12/2020,Cycle Inspection / Initial Inspection,40.732281041572,-73.98792691978,103,02,004200,1084940,1005580032,MN22
41697195,CICCIO,Manhattan,190,6 AVENUE,10013,6464769498,Italian,05/14/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,41,,,04/12/2020,Cycle Inspection / Initial Inspection,40.72640782049,-74.003651188344,102,03,003700,1077761,1005040011,MN24
40759924,MURRAY'S BAGELS,Manhattan,242,8 AVENUE,10011,6466381335,Bagels/Pretzels,02/07/2020,No violations were recorded at the time of this inspection.,,,,,,,04/12/2020,Administrative Miscellaneous / Initial Inspection,40.74485817691,-73.998787410729,104,03,009100,1014104,1007720004,MN13
50040391,RIVER DOCK BAR & GRILL,Staten Island,1,RICHMOND TER,10301,7182730809,American,09/11/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,24,B,09/11/2018,04/12/2020,Cycle Inspection / Re-inspection,40.64372588042,-74.072788802132,501,49,000300,5799501,5270000501,SI22
50034542,LA GATA GOLOSA BAKERY / YOGURTBERRY,Queens,8120,ROOSEVELT AVE,11372,7183007000,Spanish,04/24/2019,Violations were cited in the following area(s).,22G,,,12,A,04/24/2019,04/12/2020,Cycle Inspection / Re-inspection,40.747547639492,-73.884582774644,404,25,026901,4036868,4014920010,QN29
50003364,KURENT EVENTS,Brooklyn,305,THROOP AVENUE,11206,3479150439,American,10/24/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,9,A,10/24/2019,04/12/2020,Cycle Inspection / Initial Inspection,40.693242367874,-73.942973256301,303,36,028100,3049410,3017730001,BK35
50093687,J & K GOURMET,Queens,2302,COLLEGE POINT BLVD,11356,7183534111,Chinese,08/16/2019,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Y,53,,,04/12/2020,Pre-permit (Operational) / Initial Inspection,40.778339930137,-73.846139994661,407,19,091900,4311657,4042250025,QN23
50079710,RANCHO LATINO,Queens,3708,103RD ST,11368,7186511218,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",08/15/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,10,A,08/15/2018,04/12/2020,Pre-permit (Operational) / Initial Inspection,40.752852971202,-73.864249380687,403,21,040500,4440726,4017680113,QN26
40861946,SUPPER,Manhattan,156,EAST    2 STREET,10009,2124777600,Italian,09/19/2017,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,N,4,A,09/19/2017,04/12/2020,Cycle Inspection / Re-inspection,40.722767360588,-73.985179585669,103,02,003002,1004985,1003980061,MN22
41510846,218 RESTAURANT,Manhattan,218220,GRAND STREET,,2122268039,Chinese,01/30/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,23,B,01/30/2020,04/12/2020,Cycle Inspection / Re-inspection,0,0,,,,,1,
41257023,PARK DELI,Brooklyn,209,NASSAU AVENUE,11222,7183832080,Delicatessen,01/16/2020,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,65,,,04/12/2020,Cycle Inspection / Initial Inspection,40.725639526907,-73.9442659006,301,33,058900,3066504,3026550039,BK76
50060716,TAQUERIA LA ROQUETA,Staten Island,226,PORT RICHMOND AVENUE,10302,7182732442,Mexican,06/03/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,17,,,04/12/2020,Cycle Inspection / Initial Inspection,40.635737069622,-74.134967406913,501,49,020700,5025511,5010820073,SI28
50071283,NEW CHINA FRESH,Queens,11924,METROPOLITAN AVE,11415,7188491888,Chinese,12/27/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,12,A,12/27/2018,04/12/2020,Cycle Inspection / Re-inspection,40.706033075142,-73.831433115006,409,29,014000,4192759,4092310008,QN60
50086316,NOVELTY EATS,Bronx,1765,CROSBY AVENUE,10461,7186846180,American,01/24/2019,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Y,86,,,04/12/2020,Pre-permit (Non-operational) / Initial Inspection,40.846329270247,-73.831835254418,210,13,026602,2127411,2041690018,BX10
50044289,BAYARD BO KY RESTAURANT,Manhattan,78-80,BAYARD ST,10013,2124062292,Chinese,02/28/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,27,B,02/28/2018,04/12/2020,Cycle Inspection / Re-inspection,40.71570053367,-73.998683331195,103,01,002900,1002401,1002000033,MN27
50079664,AJISAI,Manhattan,795,LEXINGTON AVENUE,10065,2123550888,Asian,08/01/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,12,A,08/01/2019,04/12/2020,Cycle Inspection / Re-inspection,40.763855405513,-73.966979969766,108,04,011402,1041997,1013960054,MN40
50045895,TAVERN 157,Queens,15712,NORTHERN BLVD,11354,7188867488,Asian,07/06/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,50,,,04/12/2020,Cycle Inspection / Initial Inspection,40.76371331477,-73.808024180411,407,20,117100,4119352,4052760019,QN51
50002254,BARCLAY STREET CAFE,Manhattan,245,GREENWICH STREET,10007,2127766210,Café/Coffee/Tea,01/05/2018,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,13,A,01/05/2018,04/12/2020,Cycle Inspection / Initial Inspection,40.714058584287,-74.01158639899,101,01,002100,1088292,1001270001,MN24
50098349,BK PIZZA,Brooklyn,456,SUTTER AVENUE,11212,3474258920,Pizza,01/06/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,01/06/2020,04/12/2020,Pre-permit (Operational) / Initial Inspection,40.668300603441,-73.902325988464,316,42,091000,3084241,3037640028,BK81
50093307,LOCK YARD,Brooklyn,9221,5 AVENUE,11209,7183335282,American,11/21/2019,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,12,A,11/21/2019,04/12/2020,Pre-permit (Operational) / Re-inspection,40.61758191987,-74.02955431913,310,43,016000,3155322,3061090018,BK31
50087948,AMERICAN GRIND,Manhattan,1798,3 AVENUE,10029,7182926948,Café/Coffee/Tea,04/12/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,12,A,04/12/2019,04/12/2020,Pre-permit (Operational) / Initial Inspection,40.787593063116,-73.947586720905,111,05,016600,1051773,1016270039,MN33
41276466,FAYROOZ,Queens,2808,STEINWAY STREET,11103,7182047667,Middle Eastern,07/22/2017,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,23,,,04/12/2020,Cycle Inspection / Initial Inspection,40.765233181571,-73.913908588301,401,22,006502,4010771,4006620123,QN70
41653405,JUBILEE,Manhattan,946948,1ST AVE,,2128883569,French,02/20/2020,No violations were recorded at the time of this inspection.,,,,,,,04/12/2020,Administrative Miscellaneous / Initial Inspection,0,0,,,,,1,
50062665,MCDONALD'S,Queens,000,"AMERICAN AIR,JFK AIRPORT TERMINAL 8",11430,6465334694,American,02/11/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,11,A,02/11/2020,04/12/2020,Cycle Inspection / Initial Inspection,40.648312826068,-73.788281497594,483,28,071600,4000000,4142600001,QN98
50062385,STARBUCKS COFFEE,Manhattan,475,PARK AVENUE SOUTH,10016,3475144698,American,09/12/2019,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Y,12,A,09/12/2019,04/12/2020,Cycle Inspection / Initial Inspection,40.74563908714,-73.982377550239,105,02,007200,1018471,1008870095,MN20
50096375,MAMA'S PLACE,Bronx,514,EAST  138 STREET,10454,3475977400,Spanish,08/21/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,19,,,04/12/2020,Pre-permit (Operational) / Initial Inspection,40.807409958885,-73.918918273044,201,08,002500,2000036,2022650027,BX39
41238209,TOWER'S CAFE,Manhattan,506,LENOX AVENUE,10037,2129394521,American,05/12/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,9,A,05/12/2017,04/12/2020,Cycle Inspection / Re-inspection,40.814350988218,-73.940658121806,110,09,021200,1053899,1017330001,MN03
50101951,FRESH BOWL - J.P. MORGAN CHASE (4NY MARKET DINING ROOM),Manhattan,4,NEW YORK PLZ,10004,9172256067,Salads,01/29/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,6,N,,04/12/2020,Pre-permit (Non-operational) / Initial Inspection,40.702365890244,-74.011324684669,101,01,000900,1000007,1000050010,MN25
40721162,CONTINENTAL LUNCHEONETTE & DELI,Queens,10403,METROPOLITAN AVENUE,11375,7185208336,Delicatessen,05/24/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,5,A,05/24/2019,04/12/2020,Cycle Inspection / Initial Inspection,40.710094536265,-73.848559724821,406,29,073100,4077526,4032400040,QN17
41696986,FORDHAM ROAD BAKERY,Bronx,15,WEST FORDHAM ROAD,10468,3477586996,Bakery,03/02/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,10,A,03/02/2020,04/12/2020,Cycle Inspection / Initial Inspection,40.862779951567,-73.901800644687,207,14,026500,2014355,2032000001,BX30
